LOANID,MEMBERID,BOOKID,ISSUEDATE,RETURNDATE,STATUS,FINE
7336,3509,2709,01-01-2023,29-05-2025,Returned,1458
7337,3492,2264,05-07-2022,11-11-2024,Returned,1420
7338,3019,2759,24-03-2024,13-02-2025,Returned,352
7339,3143,2047,06-09-2022,17-11-2024,Returned,1306
7340,3078,2145,04-06-2023,08-06-2024,Returned,440
7341,3649,2716,04-12-2022,29-09-2024,Returned,1030
7342,3800,2041,20-01-2024,27-09-2024,Returned,202
7343,3642,2745,23-06-2023,25-09-2024,Returned,620
7344,3298,2939,24-07-2023,27-04-2025,Returned,986
7345,3331,2435,15-01-2023,23-03-2025,Returned,1296
7346,3755,2719,22-09-2022,,Issued,0
7347,3275,2653,08-04-2024,,Issued,0
7348,3868,2705,18-09-2023,19-04-2025,Returned,858
7349,3639,2826,05-04-2024,13-09-2024,Returned,22
7350,3749,2698,03-06-2023,,Issued,0
7351,3919,2047,23-12-2022,15-08-2024,Returned,902
7352,3180,2900,06-03-2024,09-02-2025,Returned,380
7353,3870,2617,04-08-2023,05-12-2024,Returned,678
7354,3611,2222,06-07-2023,02-09-2024,Returned,548
7355,3384,2331,02-03-2024,22-11-2024,Returned,230
7356,3407,2321,08-02-2024,23-11-2024,Returned,278
7357,3973,2956,09-06-2022,28-07-2024,Returned,1260
7358,3556,2839,27-10-2023,,Issued,0
7359,3870,2230,16-11-2022,27-01-2025,Returned,1306
7360,3727,2372,14-09-2022,,Issued,0
7361,3168,2351,03-12-2022,05-06-2024,Returned,800
7362,3701,2916,24-12-2023,04-08-2024,Returned,148
7363,3445,2003,16-03-2023,06-07-2024,Returned,656
7364,3940,2470,04-02-2024,19-11-2024,Returned,278
7365,4000,2784,14-05-2024,21-09-2024,Returned,0
7366,3579,2452,24-03-2023,21-04-2025,Returned,1218
7367,3843,2937,03-08-2022,22-06-2024,Returned,1078
7368,3279,2617,03-07-2023,27-12-2024,Returned,786
7369,3471,2322,16-12-2023,12-07-2024,Returned,118
7370,3405,2959,06-03-2024,13-12-2024,Returned,264
7371,3958,2626,04-09-2023,14-04-2025,Returned,876
7372,3731,2645,06-09-2022,23-10-2024,Returned,1256
7373,3241,2111,26-09-2022,30-09-2024,Returned,1170
7374,3783,2006,06-04-2024,15-11-2024,Returned,146
7375,3818,2841,19-07-2022,19-12-2024,Returned,1468
7376,3808,2446,03-03-2024,03-09-2024,Returned,68
7377,3601,2471,11-09-2023,30-11-2024,Returned,592
7378,3205,2607,26-12-2022,26-07-2024,Returned,856
7379,3923,2431,28-09-2022,07-02-2025,Returned,1426
7380,3085,2971,02-01-2023,,Issued,0
7381,3441,2881,22-06-2023,07-02-2025,Returned,892
7382,3703,2265,26-03-2024,14-01-2025,Returned,288
7383,3074,2382,31-07-2023,03-08-2024,Returned,438
7384,3794,2617,08-06-2023,02-01-2025,Returned,848
7385,3993,2660,15-10-2022,09-08-2024,Returned,1028
7386,3653,2678,11-04-2024,21-02-2025,Returned,332
7387,3126,2736,07-07-2022,19-06-2024,Returned,1126
7388,3591,2945,24-08-2022,27-05-2025,Returned,1714
7389,3791,2743,17-12-2023,06-03-2025,Returned,590
7390,3401,2436,12-02-2024,29-11-2024,Returned,282
7391,3088,2690,15-10-2022,,Issued,0
7392,3273,2791,12-07-2022,,Issued,0
7393,3440,2287,14-12-2022,25-06-2024,Returned,818
7394,3599,2959,31-10-2022,13-11-2024,Returned,1188
7395,3939,2686,19-01-2023,25-10-2024,Returned,990
7396,3602,2718,03-09-2023,,Issued,0
7397,3759,2255,12-07-2023,02-09-2024,Returned,536
7398,3217,2528,10-04-2024,08-08-2024,Returned,0
7399,3182,2414,13-02-2023,13-12-2024,Returned,1038
7400,3820,2096,05-04-2024,04-09-2024,Returned,4
7401,3970,2453,11-04-2023,19-10-2024,Returned,814
7402,3623,2657,15-11-2022,11-11-2024,Returned,1154
7403,3323,2334,19-12-2022,15-02-2025,Returned,1278
7404,3072,2919,09-12-2023,,Issued,0
7405,3034,2752,29-07-2023,28-05-2025,Returned,1038
7406,3967,2885,19-05-2023,24-07-2024,Returned,564
7407,3111,2600,30-04-2024,12-05-2025,Returned,454
7408,3725,2521,10-03-2023,19-05-2025,Returned,1302
7409,3444,2798,11-08-2023,25-03-2025,Returned,884
7410,3912,2122,27-03-2023,19-04-2025,Returned,1208
7411,3017,2948,07-01-2023,03-11-2024,Returned,1032
7412,3484,2624,25-11-2022,10-10-2024,Returned,1070
7413,3062,2739,09-08-2022,24-08-2024,Returned,1192
7414,3727,2111,11-07-2023,19-04-2025,Returned,996
7415,3429,2123,05-10-2023,04-01-2025,Returned,614
7416,3549,2560,02-08-2023,29-09-2024,Returned,548
7417,3266,2821,31-05-2024,13-01-2025,Returned,154
7418,3804,2194,06-01-2023,,Issued,0
7419,3007,2737,17-03-2023,17-04-2025,Returned,1224
7420,3115,2598,26-01-2024,05-01-2025,Returned,390
7421,3334,2667,04-04-2023,,Issued,0
7422,3059,2916,30-08-2023,19-03-2025,Returned,834
7423,3664,2239,08-02-2024,11-03-2025,Returned,494
7424,3487,2094,09-02-2024,25-10-2024,Returned,218
7425,3072,2039,12-11-2022,01-08-2024,Returned,956
7426,3748,2924,22-03-2023,25-01-2025,Returned,1050
7427,3670,2944,27-01-2023,09-01-2025,Returned,1126
7428,3396,2209,20-06-2022,14-04-2025,Returned,1758
7429,3124,2759,08-07-2022,19-04-2025,Returned,1732
7430,3026,2539,30-04-2024,,Issued,0
7431,3859,2085,21-05-2023,18-10-2024,Returned,732
7432,3545,2049,28-07-2022,15-06-2024,Returned,1076
7433,3955,2924,23-06-2022,13-08-2024,Returned,1264
7434,3377,2245,07-02-2023,14-06-2024,Returned,686
7435,3329,2199,23-03-2024,31-01-2025,Returned,328
7436,3751,2935,28-10-2023,08-02-2025,Returned,638
7437,3160,2787,02-05-2023,23-06-2024,Returned,536
7438,3584,2782,26-04-2024,31-01-2025,Returned,260
7439,3285,2465,18-11-2022,20-03-2025,Returned,1406
7440,3687,2272,29-10-2023,02-02-2025,Returned,624
7441,3090,2818,02-08-2023,,Issued,0
7442,3538,2773,25-06-2023,,Issued,0
7443,3962,2013,23-01-2024,28-02-2025,Returned,504
7444,3272,2234,27-01-2024,25-03-2025,Returned,546
7445,3557,2462,31-12-2023,06-01-2025,Returned,444
7446,3310,2136,09-12-2022,08-11-2024,Returned,1100
7447,3037,2927,22-04-2023,29-04-2025,Returned,1176
7448,3435,2365,07-05-2024,,Issued,0
7449,3689,2760,07-10-2023,31-07-2024,Returned,296
7450,3029,2695,29-02-2024,24-02-2025,Returned,422
7451,3335,2602,20-04-2023,09-10-2024,Returned,776
7452,3295,2310,07-12-2023,,Issued,0
7453,3903,2751,16-10-2022,,Issued,0
7454,3115,2051,07-08-2023,05-01-2025,Returned,734
7455,3050,2233,22-06-2022,18-07-2024,Returned,1214
7456,3937,2223,03-05-2024,07-02-2025,Returned,260
7457,3229,2173,30-01-2023,16-09-2024,Returned,890
7458,3576,2131,30-05-2024,06-10-2024,Returned,0
7459,3193,2354,07-01-2024,11-01-2025,Returned,440
7460,3385,2657,30-08-2022,23-11-2024,Returned,1332
7461,3367,2790,12-08-2022,27-07-2024,Returned,1130
7462,3152,2847,29-08-2023,16-07-2024,Returned,344
7463,3718,2381,04-08-2023,21-03-2025,Returned,890
7464,3659,2206,07-01-2023,09-08-2024,Returned,860
7465,3187,2099,28-04-2023,08-02-2025,Returned,1004
7466,3603,2736,27-03-2023,18-10-2024,Returned,842
7467,3275,2579,12-05-2023,28-02-2025,Returned,1016
7468,3680,2041,24-02-2024,,Issued,0
7469,3515,2591,07-12-2023,01-02-2025,Returned,544
7470,3690,2491,07-10-2022,23-04-2025,Returned,1558
7471,3807,2519,21-09-2022,13-11-2024,Returned,1268
7472,3863,2947,15-02-2023,05-09-2024,Returned,836
7473,3831,2815,29-01-2023,20-05-2025,Returned,1384
7474,3048,2050,22-02-2024,17-10-2024,Returned,176
7475,3158,2256,27-06-2023,21-04-2025,Returned,1028
7476,3843,2815,07-07-2022,01-04-2025,Returned,1698
7477,3827,2956,13-07-2022,,Issued,0
7478,3559,2368,26-10-2022,20-10-2024,Returned,1150
7479,3175,2955,05-07-2022,20-05-2025,Returned,1800
7480,3382,2557,06-03-2024,15-08-2024,Returned,24
7481,3061,2444,15-04-2024,14-11-2024,Returned,126
7482,3703,2269,20-04-2024,23-07-2024,Returned,0
7483,3307,2055,06-08-2023,28-11-2024,Returned,660
7484,3026,2787,23-11-2023,16-07-2024,Returned,172
7485,3435,2966,15-10-2022,26-11-2024,Returned,1246
7486,3966,2332,16-08-2022,09-01-2025,Returned,1454
7487,3702,2627,21-02-2024,26-02-2025,Returned,442
7488,3932,2063,11-05-2023,,Issued,0
7489,3072,2663,10-08-2023,02-02-2025,Returned,784
7490,3448,2315,27-05-2024,05-03-2025,Returned,264
7491,3845,2228,02-11-2023,13-07-2024,Returned,208
7492,3068,2027,04-04-2023,02-07-2024,Returned,610
7493,3888,2876,22-07-2023,18-06-2024,Returned,364
7494,3684,2883,31-05-2023,06-10-2024,Returned,688
7495,3171,2973,17-09-2023,12-01-2025,Returned,666
7496,3336,2856,14-11-2022,21-05-2025,Returned,1538
7497,3709,2823,16-12-2023,19-10-2024,Returned,316
7498,3234,2540,30-06-2023,,Issued,0
7499,3112,2968,06-04-2024,12-03-2025,Returned,380
7500,3953,2363,06-03-2024,,Issued,0
7501,3428,2589,16-02-2024,08-11-2024,Returned,232
7502,3315,2992,29-10-2023,03-05-2025,Returned,804
7503,3446,2498,29-12-2023,01-01-2025,Returned,438
7504,3790,2158,20-05-2023,28-08-2024,Returned,632
7505,3874,2362,14-07-2023,09-08-2024,Returned,484
7506,3958,2772,14-06-2022,06-03-2025,Returned,1692
7507,3800,2067,27-10-2022,,Issued,0
7508,3279,2737,09-11-2022,05-06-2024,Returned,848
7509,3781,2515,16-07-2022,,Issued,0
7510,3632,2479,24-08-2023,07-06-2024,Returned,276
7511,3804,2461,08-10-2023,28-03-2025,Returned,774
7512,3328,2047,10-01-2023,02-09-2024,Returned,902
7513,3673,2034,03-07-2022,12-07-2024,Returned,1180
7514,3613,2331,24-08-2023,02-10-2024,Returned,510
7515,3614,2178,05-12-2022,12-01-2025,Returned,1238
7516,3486,2080,15-11-2023,25-06-2024,Returned,146
7517,3071,2337,06-11-2022,09-04-2025,Returned,1470
7518,3648,2164,27-08-2023,02-06-2024,Returned,260
7519,3986,2836,27-01-2023,26-05-2025,Returned,1400
7520,3297,2959,18-09-2022,06-04-2025,Returned,1562
7521,3668,2225,10-02-2023,17-11-2024,Returned,992
7522,3324,2566,02-03-2024,23-11-2024,Returned,232
7523,3809,2537,15-06-2022,29-07-2024,Returned,1250
7524,3461,2740,30-07-2023,17-07-2024,Returned,406
7525,3589,2844,20-07-2023,20-09-2024,Returned,556
7526,3486,2782,30-03-2023,30-04-2025,Returned,1224
7527,3806,2757,06-11-2022,04-02-2025,Returned,1342
7528,3279,2009,27-12-2023,07-10-2024,Returned,270
7529,3458,2170,25-06-2023,26-04-2025,Returned,1042
7530,3076,2808,18-03-2023,25-10-2024,Returned,874
7531,3398,2663,06-11-2023,26-01-2025,Returned,594
7532,3838,2122,12-02-2024,01-10-2024,Returned,164
7533,3903,2047,06-11-2023,28-04-2025,Returned,778
7534,3600,2717,06-06-2022,27-09-2024,Returned,1388
7535,3185,2026,17-03-2024,06-05-2025,Returned,530
7536,3448,2441,10-11-2023,02-01-2025,Returned,538
7537,3465,2217,23-12-2022,04-04-2025,Returned,1366
7538,3458,2608,25-03-2023,12-03-2025,Returned,1136
7539,3074,2207,24-12-2022,26-08-2024,Returned,922
7540,3916,2268,10-01-2023,22-02-2025,Returned,1248
7541,3840,2454,10-02-2024,22-03-2025,Returned,512
7542,3470,2311,14-02-2023,17-11-2024,Returned,984
7543,3700,2280,08-02-2024,29-08-2024,Returned,106
7544,3164,2455,15-07-2023,01-02-2025,Returned,834
7545,3386,2781,09-10-2023,09-12-2024,Returned,554
7546,3779,2399,18-03-2024,05-11-2024,Returned,164
7547,3532,2403,09-01-2023,21-08-2024,Returned,880
7548,3722,2374,02-02-2024,27-01-2025,Returned,420
7549,3926,2034,29-06-2022,28-01-2025,Returned,1588
7550,3559,2906,25-10-2022,18-11-2024,Returned,1210
7551,3830,2307,04-12-2022,22-08-2024,Returned,954
7552,3195,2716,16-02-2023,10-02-2025,Returned,1150
7553,3190,2357,02-12-2022,05-08-2024,Returned,924
7554,3882,2213,04-04-2024,06-10-2024,Returned,70
7555,3814,2445,03-08-2022,09-01-2025,Returned,1480
7556,3305,2691,11-08-2023,13-08-2024,Returned,436
7557,3704,2220,26-04-2023,15-03-2025,Returned,1078
7558,3587,2181,05-10-2022,14-03-2025,Returned,1482
7559,3243,2002,07-08-2022,17-03-2025,Returned,1606
7560,3888,2921,15-02-2023,24-03-2025,Returned,1236
7561,3376,2159,26-07-2022,,Issued,0
7562,3893,2045,02-08-2022,14-03-2025,Returned,1610
7563,3788,2290,08-06-2023,10-02-2025,Returned,926
7564,3759,2928,30-03-2024,19-03-2025,Returned,408
7565,3982,2401,28-08-2023,12-11-2024,Returned,584
7566,3521,2635,27-03-2024,05-06-2024,Returned,0
7567,3714,2029,17-08-2023,09-04-2025,Returned,902
7568,3801,2399,01-05-2023,02-06-2024,Returned,496
7569,3463,2437,24-05-2024,16-04-2025,Returned,354
7570,3313,2050,22-01-2024,19-05-2025,Returned,666
7571,3231,2920,15-08-2022,30-08-2024,Returned,1192
7572,3547,2988,30-03-2023,31-07-2024,Returned,678
7573,3683,2924,22-08-2023,04-02-2025,Returned,764
7574,3305,2537,26-01-2023,10-12-2024,Returned,1068
7575,3302,2580,21-03-2024,24-10-2024,Returned,134
7576,3174,2842,12-10-2023,03-10-2024,Returned,414
7577,3307,2539,25-01-2023,27-07-2024,Returned,798
7578,3883,2106,23-01-2023,05-11-2024,Returned,1004
7579,3846,2226,12-10-2022,21-04-2025,Returned,1544
7580,3655,2794,29-07-2022,04-11-2024,Returned,1358
7581,3789,2514,12-11-2022,07-10-2024,Returned,1090
7582,3808,2341,30-07-2023,29-04-2025,Returned,978
7583,3890,2359,06-03-2024,20-01-2025,Returned,340
7584,3872,2151,17-08-2022,02-09-2024,Returned,1194
7585,3690,2733,19-02-2024,03-12-2024,Returned,276
7586,3633,2819,06-05-2023,13-12-2024,Returned,874
7587,3211,2201,29-01-2024,01-08-2024,Returned,70
7588,3633,2940,06-04-2024,11-11-2024,Returned,138
7589,3778,2240,07-08-2022,08-04-2025,Returned,1650
7590,3575,2190,29-07-2023,23-12-2024,Returned,726
7591,3192,2427,04-12-2022,12-07-2024,Returned,872
7592,3181,2237,26-10-2022,01-01-2025,Returned,1296
7593,3258,2766,01-02-2023,01-03-2025,Returned,1218
7594,3022,2529,15-12-2023,08-01-2025,Returned,480
7595,3172,2038,28-01-2024,11-09-2024,Returned,154
7596,3727,2324,04-09-2023,22-03-2025,Returned,830
7597,3904,2045,25-03-2023,30-09-2024,Returned,810
7598,3679,2851,19-07-2022,08-01-2025,Returned,1508
7599,3462,2852,07-09-2023,27-09-2024,Returned,472
7600,3044,2694,26-04-2024,06-10-2024,Returned,26
7601,3907,2239,13-03-2024,29-06-2024,Returned,0
7602,3886,2924,31-10-2022,01-02-2025,Returned,1348
7603,3418,2184,23-05-2023,11-04-2025,Returned,1078
7604,3389,2618,11-11-2023,16-08-2024,Returned,258
7605,3056,2655,28-06-2022,02-02-2025,Returned,1600
7606,3761,2385,13-05-2023,05-10-2024,Returned,722
7607,3935,2086,03-01-2023,04-03-2025,Returned,1282
7608,3579,2605,13-06-2022,07-12-2024,Returned,1516
7609,3109,2168,25-03-2024,19-10-2024,Returned,116
7610,3829,2718,02-06-2022,,Issued,0
7611,3176,2342,16-01-2024,27-04-2025,Returned,634
7612,3091,2728,20-02-2023,27-02-2025,Returned,1176
7613,3050,2417,17-08-2022,,Issued,0
7614,3258,2160,12-10-2022,06-03-2025,Returned,1452
7615,3473,2026,13-11-2023,24-01-2025,Returned,576
7616,3682,2032,11-05-2023,,Issued,0
7617,3934,2931,31-12-2023,23-09-2024,Returned,234
7618,3410,2718,20-08-2022,05-04-2025,Returned,1618
7619,3299,2538,13-09-2022,30-11-2024,Returned,1318
7620,3366,2289,06-02-2024,05-04-2025,Returned,548
7621,3999,2107,18-10-2022,12-10-2024,Returned,1150
7622,3130,2161,08-07-2022,02-01-2025,Returned,1518
7623,3379,2363,01-04-2024,03-07-2024,Returned,0
7624,3008,2783,23-07-2022,31-10-2024,Returned,1362
7625,3129,2965,30-03-2024,14-02-2025,Returned,342
7626,3163,2994,21-04-2023,27-04-2025,Returned,1174
7627,3972,2594,25-11-2022,11-02-2025,Returned,1318
7628,3105,2038,18-05-2023,05-10-2024,Returned,712
7629,3567,2655,04-05-2024,17-02-2025,Returned,278
7630,3671,2924,10-08-2023,05-07-2024,Returned,360
7631,3993,2764,28-03-2023,08-06-2024,Returned,576
7632,3770,2054,02-01-2023,18-01-2025,Returned,1194
7633,3555,2509,28-12-2022,28-08-2024,Returned,918
7634,3561,2878,06-10-2023,14-08-2024,Returned,326
7635,3358,2448,11-03-2024,02-12-2024,Returned,232
7636,3772,2066,15-05-2023,29-12-2024,Returned,888
7637,3490,2496,09-05-2024,26-06-2024,Returned,0
7638,3280,2486,31-05-2024,14-09-2024,Returned,0
7639,3661,2007,01-11-2023,21-12-2024,Returned,532
7640,3831,2244,23-02-2024,22-04-2025,Returned,548
7641,3918,2641,06-01-2023,18-10-2024,Returned,1002
7642,3916,2756,06-04-2024,,Issued,0
7643,3807,2403,20-08-2023,26-07-2024,Returned,382
7644,3395,2691,14-10-2022,13-07-2024,Returned,976
7645,3548,2242,29-06-2022,08-05-2025,Returned,1788
7646,3792,2266,09-05-2023,,Issued,0
7647,3585,2903,16-12-2022,20-10-2024,Returned,1048
7648,3632,2034,05-11-2022,05-11-2024,Returned,1162
7649,3638,2551,03-07-2022,21-09-2024,Returned,1322
7650,3941,2415,23-10-2023,11-05-2025,Returned,832
7651,3194,2699,16-09-2022,24-10-2024,Returned,1238
7652,3510,2306,01-02-2023,20-02-2025,Returned,1200
7653,3917,2208,03-12-2023,,Issued,0
7654,3402,2709,12-04-2024,30-08-2024,Returned,0
7655,3018,2678,14-12-2023,12-09-2024,Returned,246
7656,3117,2965,07-09-2022,09-02-2025,Returned,1472
7657,3744,2341,17-03-2023,01-02-2025,Returned,1074
7658,3835,2074,20-04-2024,04-07-2024,Returned,0
7659,3952,2992,09-03-2024,18-06-2024,Returned,0
7660,3878,2681,28-05-2023,03-09-2024,Returned,628
7661,3918,2030,14-01-2023,20-06-2024,Returned,746
7662,3730,2774,16-11-2022,11-12-2024,Returned,1212
7663,3293,2773,04-02-2024,07-06-2024,Returned,0
7664,3512,2094,30-03-2024,18-01-2025,Returned,288
7665,3922,2543,04-05-2024,26-07-2024,Returned,0
7666,3434,2193,21-01-2024,26-01-2025,Returned,442
7667,3032,2594,13-09-2023,07-12-2024,Returned,602
7668,3790,2836,19-06-2023,10-09-2024,Returned,598
7669,3289,2347,28-06-2022,09-11-2024,Returned,1430
7670,3939,2336,20-06-2023,08-11-2024,Returned,714
7671,3178,2088,09-06-2022,04-05-2025,Returned,1820
7672,3668,2330,19-06-2022,12-05-2025,Returned,1816
7673,3764,2506,28-10-2022,11-04-2025,Returned,1492
7674,3453,2567,05-08-2022,14-09-2024,Returned,1242
7675,3191,2568,19-08-2022,28-09-2024,Returned,1242
7676,3208,2093,22-03-2024,04-07-2024,Returned,0
7677,3263,2598,11-10-2022,,Issued,0
7678,3409,2332,22-07-2023,24-05-2025,Returned,1044
7679,3950,2998,27-12-2023,08-04-2025,Returned,636
7680,3329,2713,15-12-2023,19-06-2024,Returned,74
7681,3073,2180,21-06-2023,19-09-2024,Returned,612
7682,3342,2015,02-09-2023,18-01-2025,Returned,708
7683,3507,2535,17-06-2023,09-11-2024,Returned,722
7684,3849,2908,12-03-2023,,Issued,0
7685,3679,2166,08-01-2023,04-05-2025,Returned,1394
7686,3393,2104,22-07-2022,15-10-2024,Returned,1332
7687,3277,2593,25-08-2022,25-10-2024,Returned,1284
7688,3042,2827,12-10-2022,03-05-2025,Returned,1568
7689,3664,2115,27-08-2023,16-02-2025,Returned,778
7690,3973,2952,05-10-2023,11-03-2025,Returned,746
7691,3175,2193,06-10-2022,24-10-2024,Returned,1198
7692,3073,2598,01-08-2022,17-09-2024,Returned,1256
7693,3766,2202,09-01-2023,27-10-2024,Returned,1014
7694,3984,2633,31-07-2023,13-06-2024,Returned,336
7695,3288,2138,01-04-2024,06-09-2024,Returned,16
7696,3325,2469,22-03-2023,21-09-2024,Returned,798
7697,3901,2292,23-01-2023,,Issued,0
7698,3339,2462,22-01-2023,22-04-2025,Returned,1342
7699,3986,2441,06-01-2024,03-06-2024,Returned,0
7700,3161,2499,01-11-2022,27-08-2024,Returned,1030
7701,3799,2713,27-05-2023,01-09-2024,Returned,626
7702,3679,2575,23-09-2023,08-12-2024,Returned,584
7703,3647,2661,28-03-2023,24-01-2025,Returned,1036
7704,3265,2726,14-08-2023,17-02-2025,Returned,806
7705,3715,2018,05-01-2023,20-02-2025,Returned,1254
7706,3523,2332,10-02-2024,07-06-2024,Returned,0
7707,3118,2137,29-01-2023,,Issued,0
7708,3495,2658,27-09-2023,19-03-2025,Returned,778
7709,3971,2770,27-03-2024,07-01-2025,Returned,272
7710,3318,2037,06-12-2023,26-04-2025,Returned,714
7711,3207,2843,27-06-2022,04-07-2024,Returned,1176
7712,3963,2904,04-05-2023,,Issued,0
7713,3562,2726,17-04-2023,14-08-2024,Returned,670
7714,3807,2884,27-05-2024,03-10-2024,Returned,0
7715,3695,2626,21-07-2022,,Issued,0
7716,3501,2012,30-05-2023,11-01-2025,Returned,884
7717,3396,2034,23-08-2022,09-08-2024,Returned,1134
7718,3014,2550,28-03-2023,13-05-2025,Returned,1254
7719,3841,2062,06-06-2022,13-04-2025,Returned,1784
7720,3160,2324,19-12-2023,09-12-2024,Returned,412
7721,3896,2207,14-08-2023,12-01-2025,Returned,734
7722,3090,2766,20-08-2023,06-03-2025,Returned,828
7723,3816,2426,02-05-2023,04-11-2024,Returned,804
7724,3827,2899,21-11-2022,06-11-2024,Returned,1132
7725,3266,2248,20-06-2023,,Issued,0
7726,3944,2326,23-11-2022,07-01-2025,Returned,1252
7727,3486,2315,24-05-2024,08-02-2025,Returned,220
7728,3580,2427,06-10-2023,08-11-2024,Returned,498
7729,3611,2661,30-11-2023,18-06-2024,Returned,102
7730,3527,2338,27-07-2022,25-07-2024,Returned,1158
7731,3338,2168,22-04-2023,19-01-2025,Returned,976
7732,3321,2347,01-06-2023,12-02-2025,Returned,944
7733,3964,2489,27-04-2023,,Issued,0
7734,3659,2837,11-10-2022,27-03-2025,Returned,1496
7735,3689,2459,07-05-2024,19-12-2024,Returned,152
7736,3962,2637,29-03-2024,30-09-2024,Returned,70
7737,3329,2121,23-03-2024,30-03-2025,Returned,444
7738,3222,2423,07-12-2023,28-02-2025,Returned,598
7739,3457,2538,03-10-2023,11-05-2025,Returned,872
7740,3749,2890,31-07-2022,22-09-2024,Returned,1268
7741,3907,2887,24-01-2023,,Issued,0
7742,3062,2106,07-11-2023,04-12-2024,Returned,486
7743,3207,2770,07-12-2022,03-05-2025,Returned,1456
7744,3438,2871,03-09-2022,,Issued,0
7745,3006,2742,24-08-2022,21-05-2025,Returned,1702
7746,3839,2260,09-05-2023,26-08-2024,Returned,650
7747,3275,2008,21-02-2024,27-09-2024,Returned,138
7748,3983,2796,02-05-2024,12-05-2025,Returned,450
7749,3311,2912,04-01-2023,18-12-2024,Returned,1128
7750,3681,2160,31-07-2023,24-08-2024,Returned,480
7751,3841,2973,30-06-2022,14-01-2025,Returned,1558
7752,3906,2184,28-08-2023,10-12-2024,Returned,640
7753,3587,2255,26-08-2023,31-05-2025,Returned,988
7754,3722,2719,05-01-2024,19-11-2024,Returned,338
7755,3367,2538,24-04-2023,01-10-2024,Returned,752
7756,3819,2553,14-02-2023,21-05-2025,Returned,1354
7757,3505,2172,08-02-2023,01-05-2025,Returned,1326
7758,3815,2119,30-03-2023,30-05-2025,Returned,1284
7759,3122,2581,01-08-2023,22-08-2024,Returned,474
7760,3650,2483,07-10-2022,10-03-2025,Returned,1470
7761,3391,2054,05-06-2023,17-06-2024,Returned,456
7762,3840,2585,30-06-2023,18-08-2024,Returned,530
7763,3845,2263,23-05-2024,30-03-2025,Returned,322
7764,3832,2176,03-02-2023,25-02-2025,Returned,1206
7765,3688,2840,30-01-2023,,Issued,0
7766,3532,2986,09-05-2024,30-09-2024,Returned,0
7767,3579,2343,09-01-2024,,Issued,0
7768,3840,2788,30-09-2022,21-03-2025,Returned,1506
7769,3847,2242,04-10-2022,30-01-2025,Returned,1398
7770,3740,2157,21-01-2024,11-04-2025,Returned,592
7771,3418,2940,26-09-2022,09-09-2024,Returned,1128
7772,3599,2440,22-12-2023,24-09-2024,Returned,254
